mel_idx	Score	CS_pdb	Sp_pdb	MS_pdb	CS_mol2	Sp_mol2	MS_mol2	d_MS
334	-31.088622	8.284853	10	26.316812	8.725484	10	26.354191	-0.0374
335	-31.08365	4.062361	10	25.801579	4.730291	10	25.911385	-0.1098
336	-31.077979	8.097693	10	26.297859	8.581137	10	26.339688	-0.0418
337	-31.077194	2.781770	10	25.526923	2.916357	10	25.561005	-0.0341
338	-31.073525	8.091675	10	26.296289	8.557213	10	26.336641	-0.0404
339	-31.057926	3.201581	10	25.623840	3.972252	10	25.779426	-0.1556
340	-31.057197	9.916996	10	26.439230	9.974456	10	26.443398	-0.0042
341	-31.055841	10.000000	5	26.444928	6.400000	2	26.123000	+0.3219
342	-31.054985	1.930296	10	25.258176	2.866468	10	25.543402	-0.2852
343	-31.053564	7.863508	10	26.271021	8.453004	10	26.323167	-0.0521
344	-31.053482	8.123838	10	26.294496	8.544900	10	26.330948	-0.0365
345	-31.043082	10.000000	5	26.441964	6.400000	2	26.120035	+0.3219
346	-31.040933	8.530998	10	26.326857	8.958638	10	26.362140	-0.0353
347	-31.019936	6.051717	10	26.074291	7.355704	10	26.215051	-0.1408
348	-31.017085	7.498778	10	26.228284	8.157680	10	26.289035	-0.0608
349	-31.008659	10.000000	5	26.433960	6.400000	2	26.112032	+0.3219
350	-30.999726	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
351	-30.996894	4.037826	10	25.777048	4.575075	10	25.867156	-0.0901
352	-30.993742	9.600000	4	26.401042	6.400000	2	26.108561	+0.2925
353	-30.986038	9.937832	10	26.424198	9.979438	10	26.427211	-0.0030
354	-30.98002	10.000000	6	26.427295	9.600000	4	26.397848	+0.0294
355	-30.977509	9.164956	10	26.363810	9.415336	10	26.383252	-0.0194
356	-30.975079	10.000000	7	26.426144	8.400000	3	26.300375	+0.1258
357	-30.962277	2.068873	10	25.286621	2.798189	10	25.504445	-0.2178
358	-30.958559	8.400000	3	26.296527	6.400000	2	26.100368	+0.1962
359	-30.943998	9.916715	10	26.412870	9.980701	10	26.417509	-0.0046
360	-30.940436	9.879555	10	26.409331	9.988723	10	26.417258	-0.0079
361	-30.937807	10.000000	5	26.417459	6.400000	2	26.095531	+0.3219
362	-30.930044	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
363	-30.927393	9.600000	4	26.385584	6.400000	2	26.093103	+0.2925
364	-30.924069	8.703060	10	26.314053	9.003681	10	26.338549	-0.0245
365	-30.913422	8.099689	10	26.259741	8.655123	10	26.307584	-0.0478
366	-30.908793	9.173561	10	26.348468	9.440234	10	26.369138	-0.0207
367	-30.906583	8.400000	3	26.284406	6.400000	2	26.088247	+0.1962
368	-30.903807	7.313463	10	26.183841	8.275876	10	26.273019	-0.0892
369	-30.902471	10.000000	5	26.409216	6.400000	2	26.087287	+0.3219
370	-30.899819	10.000000	5	26.408596	6.400000	2	26.086668	+0.3219
371	-30.892866	9.199037	10	26.346751	9.415361	10	26.363517	-0.0168
372	-30.885107	7.390481	10	26.187031	8.175204	10	26.259824	-0.0728
373	-30.864592	10.000000	5	26.400368	6.400000	2	26.078440	+0.3219
374	-30.863185	10.000000	5	26.400039	3.600000	1	25.663074	+0.7370
375	-30.862073	10.000000	6	26.399779	10.000000	5	26.399779	+0.0000
376	-30.856923	9.167274	10	26.335858	9.429199	10	26.356179	-0.0203
377	-30.855237	7.592510	10	26.199506	8.308601	10	26.264520	-0.0650
378	-30.844384	8.312936	10	26.262359	8.900774	10	26.311645	-0.0493
379	-30.83366	7.399634	10	26.175898	8.197691	10	26.249780	-0.0739
380	-30.830512	9.187169	10	26.331245	9.419722	10	26.349277	-0.0180
381	-30.824411	6.400000	2	26.069043	0.000000	0	-1000.000000	+1026.0690
382	-30.823049	10.000000	5	26.390652	6.400000	2	26.068724	+0.3219
383	-30.820698	9.951281	10	26.386579	6.400000	2	26.068174	+0.3184
384	-30.814713	10.000000	5	26.388701	9.730858	10	26.369021	+0.0197
385	-30.811057	10.000000	5	26.387845	6.400000	2	26.065917	+0.3219
386	-30.806958	9.167886	10	26.324216	9.432478	10	26.344740	-0.0205
387	-30.800083	7.471036	10	26.174966	8.176658	10	26.240067	-0.0651
388	-30.797923	9.046688	10	26.312501	9.354305	10	26.336621	-0.0241
389	-30.769386	10.000000	6	26.378083	9.600000	4	26.348636	+0.0294
390	-30.7663	7.939342	10	26.210905	8.403809	10	26.251917	-0.0410
391	-30.766138	10.000000	7	26.377321	8.400000	3	26.251552	+0.1258
392	-30.762621	9.807172	10	26.362451	9.981183	10	26.375138	-0.0127
393	-30.755664	9.182005	10	26.313306	9.411440	10	26.331109	-0.0178
394	-30.754039	7.685693	10	26.184608	8.341527	10	26.243676	-0.0591
395	-30.752994	8.400000	3	26.248470	6.400000	2	26.052311	+0.1962
396	-30.751199	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
397	-30.749175	7.205543	10	26.136933	8.073201	10	26.218949	-0.0820
398	-30.742623	8.859658	10	26.284467	9.096615	10	26.303507	-0.0190
399	-30.724182	8.801326	10	26.275374	9.141330	10	26.302715	-0.0273
400	-30.723451	9.940757	10	26.363020	6.400000	2	26.045378	+0.3176
401	-30.722993	10.000000	5	26.367198	6.400000	2	26.045270	+0.3219
402	-30.714714	10.000000	5	26.365254	6.400000	2	26.043326	+0.3219
403	-30.714248	9.197268	10	26.304783	9.484307	10	26.326952	-0.0222
404	-30.70899	9.162127	10	26.300787	9.442364	10	26.322520	-0.0217
405	-30.7041	8.901462	10	26.278818	9.228138	10	26.304817	-0.0260
406	-30.702234	6.886007	10	26.093192	7.482694	10	26.153137	-0.0599
407	-30.698224	9.600000	4	26.331934	6.400000	2	26.039452	+0.2925
408	-30.696609	8.043411	10	26.203941	8.475824	10	26.241714	-0.0378
409	-30.696555	7.958547	10	26.196277	8.414784	10	26.236487	-0.0402
410	-30.694443	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
411	-30.691382	7.731273	10	26.174162	8.357468	10	26.230341	-0.0562
412	-30.690185	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
413	-30.688134	7.807241	10	26.180452	8.357969	10	26.229621	-0.0492
414	-30.686232	7.520957	10	26.153056	8.286577	10	26.222986	-0.0699
415	-30.683556	10.000000	5	26.357933	6.400000	2	26.036005	+0.3219
416	-30.675842	10.000000	8	26.356119	10.000000	5	26.356119	+0.0000
417	-30.67226	9.808414	10	26.341323	9.964971	10	26.352746	-0.0114
418	-30.661597	10.000000	5	26.352769	6.400000	2	26.030841	+0.3219
419	-30.661278	9.600000	4	26.323247	8.400000	3	26.226924	+0.0963
420	-30.655875	9.946251	10	26.347535	9.981780	10	26.350107	-0.0026
421	-30.647155	9.216927	10	26.290549	9.482339	10	26.311028	-0.0205
422	-30.646277	10.000000	5	26.349164	9.703608	10	26.327460	+0.0217
423	-30.645652	9.183799	10	26.287598	9.474959	10	26.310112	-0.0225
424	-30.644855	8.763158	10	26.253590	9.144681	10	26.284331	-0.0307
425	-30.630861	7.202287	10	26.108798	8.150491	10	26.198014	-0.0892
426	-30.625803	6.400000	2	26.022415	0.000000	0	-1000.000000	+1026.0224
427	-30.623495	9.948101	10	26.340046	6.400000	2	26.021871	+0.3182
428	-30.620814	8.400000	3	26.217398	6.400000	2	26.021240	+0.1962
429	-30.608885	7.854452	10	26.166148	8.420193	10	26.216320	-0.0502
430	-30.600234	6.062127	10	25.977266	7.468609	10	26.127774	-0.1505
431	-30.599205	9.473815	10	26.299084	9.618739	10	26.310035	-0.0110
432	-30.599084	7.544423	10	26.134788	8.325434	10	26.205846	-0.0711
433	-30.596861	9.174471	10	26.275371	9.434747	10	26.295551	-0.0202
434	-30.594662	10.000000	8	26.337004	9.600000	4	26.307557	+0.0294
435	-30.594105	5.487953	10	25.904043	5.047591	10	25.843707	+0.0603
436	-30.593926	9.955331	10	26.333601	9.978191	10	26.335256	-0.0017
437	-30.590132	9.946509	10	26.332067	3.600000	1	25.598971	+0.7331
438	-30.58797	9.600000	4	26.305979	6.400000	2	26.013498	+0.2925
439	-30.574326	9.182669	10	26.270701	9.435344	10	26.290281	-0.0196
440	-30.573372	9.945538	10	26.328044	9.984957	10	26.330897	-0.0029
441	-30.566161	9.211740	10	26.271054	9.512694	10	26.294244	-0.0232
442	-30.564998	9.473241	10	26.290972	9.618799	10	26.301971	-0.0110
443	-30.561289	10.000000	9	26.329131	3.600000	1	25.592166	+0.7370
444	-30.555655	10.000000	5	26.327802	8.400000	3	26.202032	+0.1258
445	-30.554167	10.000000	5	26.327450	6.400000	2	26.005522	+0.3219
446	-30.553603	9.877608	10	26.318434	6.400000	2	26.005389	+0.3130
447	-30.553258	8.038836	10	26.169765	8.499089	10	26.209926	-0.0402
448	-30.551819	8.103161	10	26.175174	8.622946	10	26.220022	-0.0448
449	-30.548195	7.537048	10	26.122076	8.206655	10	26.183473	-0.0614
450	-30.543105	10.000000	7	26.324838	10.000000	5	26.324838	+0.0000
451	-30.538728	8.033461	10	26.165851	8.501685	10	26.206715	-0.0409
452	-30.535464	8.046052	10	26.166210	8.515746	10	26.207136	-0.0409
453	-30.5287	9.179573	10	26.259685	9.438740	10	26.279768	-0.0201
454	-30.528583	9.211545	10	26.262165	9.515495	10	26.285583	-0.0234
455	-30.523263	2.393359	10	25.288705	2.881812	10	25.422674	-0.1340
456	-30.519041	6.302645	10	25.986167	7.651932	10	26.126101	-0.1399
457	-30.507226	10.000000	8	26.316360	9.600000	4	26.286913	+0.0294
458	-30.500868	10.000000	5	26.314856	6.400000	2	25.992928	+0.3219
459	-30.496576	9.966212	10	26.311399	6.400000	2	25.991913	+0.3195
460	-30.493303	10.000000	7	26.313067	10.000000	5	26.313067	+0.0000
461	-30.493202	7.439932	10	26.099723	8.118540	10	26.162689	-0.0630
462	-30.490434	7.577482	10	26.112283	8.308398	10	26.178709	-0.0664
463	-30.488786	10.000000	5	26.311998	6.400000	2	25.990070	+0.3219
464	-30.484043	9.600000	4	26.281429	6.400000	2	25.988948	+0.2925
465	-30.48335	8.518242	10	26.195026	8.983258	10	26.233367	-0.0383
466	-30.47743	10.000000	5	26.309311	9.671819	10	26.285240	+0.0241
467	-30.475088	7.538823	10	26.104962	8.292211	10	26.173671	-0.0687
468	-30.467368	3.645739	10	25.579070	3.899175	10	25.627549	-0.0485
469	-30.467293	10.000000	5	26.306911	6.400000	2	25.984983	+0.3219
470	-30.466481	9.953829	10	26.303381	6.400000	2	25.984791	+0.3186
471	-30.464455	9.600000	4	26.276792	3.600000	1	25.569274	+0.7075
472	-30.463889	10.000000	5	26.306105	9.978878	10	26.304580	+0.0015
473	-30.463868	10.000000	6	26.306100	8.400000	3	26.180331	+0.1258
474	-30.458244	9.865878	10	26.295028	6.400000	2	25.982840	+0.3122
475	-30.454658	9.231224	10	26.246216	9.486698	10	26.265908	-0.0197
476	-30.44956	9.945213	10	26.298748	9.976315	10	26.301001	-0.0023
477	-30.442259	9.600000	4	26.271535	6.400000	2	25.979054	+0.2925
478	-30.440568	7.511004	10	26.094120	8.363401	10	26.171662	-0.0775
479	-30.432723	9.226548	10	26.240653	9.441282	10	26.257249	-0.0166
480	-30.428467	10.000000	5	26.297713	6.400000	2	25.975785	+0.3219
481	-30.428437	9.904431	10	26.290779	9.980812	10	26.296320	-0.0055
482	-30.428159	10.000000	6	26.297640	6.400000	2	25.975712	+0.3219
483	-30.417892	9.919734	10	26.289392	9.981931	10	26.293901	-0.0045
484	-30.417072	10.000000	6	26.295011	9.600000	4	26.265564	+0.0294
485	-30.412657	10.000000	7	26.293964	0.000000	0	-1000.000000	+1026.2940
486	-30.412252	9.952617	10	26.290442	6.400000	2	25.971940	+0.3185
487	-30.411105	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
488	-30.410423	9.600000	4	26.263987	6.400000	2	25.971506	+0.2925
489	-30.409073	9.951853	10	26.289632	9.985083	10	26.292037	-0.0024
490	-30.408209	9.180804	10	26.231255	9.441493	10	26.251452	-0.0202
491	-30.407296	10.000000	6	26.292692	8.400000	3	26.166923	+0.1258
492	-30.401682	6.400000	2	25.969432	0.000000	0	-1000.000000	+1025.9694
493	-30.399754	8.400000	3	26.165133	6.400000	2	25.968975	+0.1962
494	-30.391153	8.716734	10	26.189791	9.092324	10	26.220222	-0.0304
495	-30.384133	6.400000	2	25.965267	0.000000	0	-1000.000000	+1025.9653
496	-30.379378	9.942077	10	26.281876	9.993657	10	26.285609	-0.0037
497	-30.378855	10.000000	5	26.285942	0.000000	0	-1000.000000	+1026.2859
498	-30.378023	10.000000	5	26.285744	6.400000	2	25.963816	+0.3219
499	-30.373788	7.370067	10	26.064614	8.110555	10	26.133675	-0.0691
500	-30.369572	6.289691	10	25.949268	7.102356	10	26.036922	-0.0877
501	-30.367822	2.968966	10	25.407338	3.814128	10	25.588034	-0.1807
502	-30.367384	7.996309	10	26.121921	8.528729	10	26.168419	-0.0465
503	-30.363251	9.600000	4	26.252789	6.400000	2	25.960308	+0.2925
504	-30.35905	9.996516	10	26.280986	0.000000	0	-1000.000000	+1026.2810
505	-30.356844	10.000000	5	26.280714	6.400000	2	25.958785	+0.3219
506	-30.356054	9.600000	4	26.251079	6.400000	2	25.958598	+0.2925
507	-30.352981	9.951100	10	26.276260	6.400000	2	25.957867	+0.3184
508	-30.349907	10.000000	6	26.279065	9.600000	4	26.249618	+0.0294
509	-30.349219	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
510	-30.343157	8.400000	3	26.151691	6.400000	2	25.955532	+0.1962
511	-30.342666	9.207414	10	26.217778	9.486600	10	26.239325	-0.0215
512	-30.342426	7.753980	10	26.093791	8.332409	10	26.145690	-0.0519
513	-30.342163	9.600000	4	26.247777	8.400000	3	26.151455	+0.0963
514	-30.340962	7.386818	10	26.058451	7.990960	10	26.115159	-0.0567
515	-30.340883	10.000000	5	26.276920	6.400000	2	25.954992	+0.3219
516	-30.340132	9.464329	10	26.237027	9.649457	10	26.251001	-0.0140
517	-30.338207	9.207309	10	26.216709	9.487247	10	26.238314	-0.0216
518	-30.330589	8.400000	3	26.148703	6.400000	2	25.952544	+0.1962
519	-30.329225	7.159207	10	26.033084	8.045802	10	26.117302	-0.0842
520	-30.328519	9.958210	10	26.270959	3.600000	1	25.537014	+0.7339
521	-30.324456	8.400000	3	26.147244	6.400000	2	25.951085	+0.1962
522	-30.303953	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
523	-30.291992	6.400000	2	25.943359	0.000000	0	-1000.000000	+1025.9434
524	-30.287478	9.928664	10	26.259048	6.400000	2	25.942284	+0.3168
525	-30.28287	8.400000	3	26.137345	6.400000	2	25.941186	+0.1962
526	-30.277749	8.830010	10	26.172138	9.281184	10	26.208085	-0.0359
527	-30.275621	10.000000	5	26.261387	6.400000	2	25.939459	+0.3219
528	-30.272115	10.000000	5	26.260552	6.400000	2	25.938624	+0.3219
529	-30.261981	10.000000	5	26.258137	6.400000	2	25.936209	+0.3219
530	-30.255772	10.000000	6	26.256657	9.600000	4	26.227210	+0.0294
531	-30.253142	9.945313	10	26.252074	9.978292	10	26.254462	-0.0024
532	-30.247108	8.400000	3	26.128821	6.400000	2	25.932662	+0.1962
533	-30.24071	9.218264	10	26.194348	9.488391	10	26.215182	-0.0208
534	-30.234834	9.161071	10	26.188457	9.394789	10	26.206629	-0.0182
535	-30.229114	9.996640	10	26.250056	0.000000	0	-1000.000000	+1026.2501
536	-30.228235	10.000000	5	26.250088	6.400000	2	25.928160	+0.3219
537	-30.225907	9.166561	10	26.186759	9.446419	10	26.208452	-0.0217
538	-30.225184	5.764119	10	25.851946	5.764706	10	25.852020	-0.0001
539	-30.224485	10.000000	5	26.249193	6.400000	2	25.927265	+0.3219
540	-30.22242	8.400000	3	26.122931	6.400000	2	25.926772	+0.1962
541	-30.222029	8.400000	3	26.122838	6.400000	2	25.926679	+0.1962
542	-30.218853	9.600000	4	26.218402	0.000000	0	-1000.000000	+1026.2184
543	-30.216109	8.400000	3	26.121425	6.400000	2	25.925266	+0.1962
544	-30.209762	6.118821	10	25.891341	5.574449	10	25.824129	+0.0672
545	-30.208263	9.184797	10	26.183981	9.395608	10	26.200350	-0.0164
546	-30.207384	9.435226	10	26.203175	9.625418	10	26.217571	-0.0144
547	-30.205734	9.456625	10	26.204415	9.748914	10	26.226373	-0.0220
548	-30.197804	9.600000	4	26.213376	6.400000	2	25.920895	+0.2925
549	-30.197351	9.198187	10	26.182425	9.414606	10	26.199201	-0.0168
550	-30.193046	9.227820	10	26.183717	9.507007	10	26.205218	-0.0215
551	-30.190375	10.000000	6	26.241048	9.600000	4	26.211601	+0.0294
552	-30.175365	9.937500	10	26.232938	6.400000	2	25.915533	+0.3174
553	-30.162619	9.600000	4	26.204966	9.976620	10	26.232725	-0.0278
554	-30.156188	10.000000	5	26.232875	6.400000	2	25.910947	+0.3219
555	-30.155164	8.292470	10	26.097567	8.882122	10	26.147118	-0.0496
556	-30.154483	6.996545	10	25.974824	7.640927	10	26.038377	-0.0636
557	-30.153812	8.400000	3	26.106537	9.989052	10	26.231516	-0.1250
558	-30.152491	8.400000	3	26.106221	6.400000	2	25.910062	+0.1962
559	-30.14924	4.941497	10	25.722723	4.752428	10	25.694581	+0.0281
560	-30.14609	10.000000	7	26.230459	10.000000	5	26.230459	+0.0000
561	-30.13894	10.000000	5	26.228748	6.400000	2	25.906820	+0.3219
562	-30.137233	6.412373	10	25.907804	7.343703	10	26.005629	-0.0978
563	-30.132482	10.000000	5	26.227202	6.400000	2	25.905274	+0.3219
564	-30.130325	10.000000	5	26.226686	6.400000	2	25.904758	+0.3219
565	-30.128915	2.055836	10	25.085246	2.863788	10	25.324346	-0.2391
566	-30.126046	9.951279	10	26.222138	6.400000	2	25.903733	+0.3184
567	-30.113551	10.000000	5	26.222669	6.400000	2	25.900741	+0.3219
568	-30.111514	7.307492	10	25.995905	8.087121	10	26.069030	-0.0731
569	-30.111333	9.947756	10	26.218359	9.986565	10	26.221168	-0.0028
570	-30.109736	6.845275	10	25.948345	8.003191	10	26.061078	-0.1127
571	-30.108863	10.000000	5	26.221546	9.975706	10	26.219791	+0.0018
572	-30.104179	10.000000	5	26.220423	6.400000	2	25.898495	+0.3219
573	-30.097402	10.000000	6	26.218799	9.600000	4	26.189352	+0.0294
574	-30.092955	9.957980	10	26.214696	6.400000	2	25.895805	+0.3189
575	-30.091238	9.951394	10	26.213807	3.600000	1	25.480356	+0.7335
576	-30.083489	10.000000	5	26.215464	6.400000	2	25.893536	+0.3219
577	-30.082892	9.807036	10	26.201265	9.977823	10	26.213719	-0.0125
578	-30.082506	10.000000	6	26.215228	9.600000	4	26.185781	+0.0294
579	-30.079748	9.211343	10	26.155309	9.442146	10	26.173160	-0.0179
580	-30.077496	10.000000	6	26.214027	6.400000	2	25.892099	+0.3219
581	-30.075805	10.000000	5	26.213621	6.400000	2	25.891693	+0.3219
582	-30.067534	7.470900	10	26.001314	8.163369	10	26.065256	-0.0639
583	-30.066788	8.400000	3	26.085689	6.400000	2	25.889530	+0.1962
584	-30.065807	10.000000	5	26.211223	9.974210	10	26.209360	+0.0019
585	-30.063674	10.000000	5	26.210711	8.400000	3	26.084942	+0.1258
586	-30.06362	10.000000	5	26.210698	9.668139	10	26.186353	+0.0243
587	-30.061315	9.950259	10	26.206548	6.400000	2	25.888217	+0.3183
588	-30.055216	9.806023	10	26.194552	9.969601	10	26.206485	-0.0119
589	-30.048413	10.000000	6	26.207049	9.600000	4	26.177602	+0.0294
590	-30.036108	10.000000	5	26.204094	6.400000	2	25.882166	+0.3219
591	-30.029238	9.945108	10	26.198473	9.976814	10	26.200769	-0.0023
592	-30.026954	9.186449	10	26.140685	9.470730	10	26.162669	-0.0220
593	-30.026857	8.400000	3	26.076102	6.400000	2	25.879944	+0.1962
594	-30.025943	6.130342	10	25.848672	7.202847	10	25.964972	-0.1163
595	-30.025767	9.943622	10	26.197532	6.400000	2	25.879682	+0.3178
596	-30.016811	8.400000	3	26.073689	6.400000	2	25.877530	+0.1962
597	-30.013536	7.657345	10	26.006129	8.316923	10	26.065732	-0.0596
598	-30.013234	10.000000	5	26.198598	6.400000	2	25.876670	+0.3219
599	-30.012363	5.228000	10	25.730555	6.220088	10	25.855892	-0.1253
600	-30.011727	9.600000	4	26.168789	8.400000	3	26.072467	+0.0963
601	-30.006105	8.079654	10	26.043068	8.526051	10	26.081860	-0.0388
602	-30.00585	7.710884	10	26.009308	8.290102	10	26.061554	-0.0522
603	-30.00422	10.000000	6	26.196432	8.400000	3	26.070662	+0.1258
604	-30.002798	8.400000	3	26.070320	6.400000	2	25.874162	+0.1962
605	-30.002701	10.000000	5	26.196066	6.400000	2	25.874138	+0.3219
606	-30.001567	9.189677	10	26.134837	9.433874	10	26.153755	-0.0189
607	-29.999803	9.944572	10	26.191360	9.974930	10	26.193559	-0.0022
608	-29.995909	9.194656	10	26.133867	9.448021	10	26.153475	-0.0196
609	-29.993182	8.400000	3	26.068008	6.400000	2	25.871849	+0.1962
610	-29.989247	7.185915	10	25.954453	8.166366	10	26.046714	-0.0923
611	-29.988936	9.182755	10	26.131256	9.431331	10	26.150523	-0.0193
612	-29.986058	10.000000	5	26.192064	9.978147	10	26.190486	+0.0016
613	-29.984981	9.600000	4	26.162358	0.000000	0	-1000.000000	+1026.1624
614	-29.977985	9.983381	10	26.188922	10.000000	10	26.190122	-0.0012
615	-29.976592	9.949114	10	26.186106	6.400000	2	25.867858	+0.3182
616	-29.966005	9.358534	10	26.139416	9.619139	10	26.159228	-0.0198
617	-29.956034	10.000000	5	26.184838	6.400000	2	25.862910	+0.3219
618	-29.955044	9.957908	10	26.181557	9.979922	10	26.183150	-0.0016
619	-29.95213	10.000000	5	26.183898	6.400000	2	25.861969	+0.3219
620	-29.944211	2.787105	10	25.260410	3.223844	10	25.365417	-0.1050
621	-29.942078	9.600000	4	26.152029	6.400000	2	25.859548	+0.2925
622	-29.941627	10.000000	7	26.181368	10.000000	5	26.181368	+0.0000
623	-29.939384	8.002832	10	26.020119	8.515466	10	26.064906	-0.0448
624	-29.939341	8.861640	10	26.093640	9.265482	10	26.125786	-0.0321
625	-29.93768	8.741102	10	26.083360	9.136007	10	26.115234	-0.0319
626	-29.9344	10.000000	5	26.179626	6.400000	2	25.857698	+0.3219
627	-29.934306	9.206444	10	26.119962	9.435056	10	26.137655	-0.0177
628	-29.929893	10.000000	5	26.178540	6.400000	2	25.856612	+0.3219
629	-29.926277	6.848087	10	25.904555	7.713998	10	25.990444	-0.0859
630	-29.919268	10.000000	6	26.175979	6.400000	2	25.854051	+0.3219
631	-29.91571	4.185083	10	25.546785	4.318940	10	25.569496	-0.0227
632	-29.913815	7.459184	10	25.963209	8.179599	10	26.029715	-0.0665
633	-29.905872	7.218288	10	25.937613	8.021599	10	26.013729	-0.0761
634	-29.904953	8.400000	3	26.046757	6.400000	2	25.850599	+0.1962
635	-29.899601	7.839617	10	25.995663	8.365662	10	26.042511	-0.0468
636	-29.897319	8.400000	3	26.044916	6.400000	2	25.848757	+0.1962
637	-29.893856	10.000000	5	26.169850	6.400000	2	25.847921	+0.3219
638	-29.893521	7.300734	10	25.942825	8.168814	10	26.023868	-0.0810
639	-29.888721	9.600000	4	26.139163	6.400000	2	25.846682	+0.2925
640	-29.887791	10.000000	5	26.168386	6.400000	2	25.846458	+0.3219
641	-29.875321	10.000000	5	26.165376	6.400000	2	25.843447	+0.3219
642	-29.870424	9.880635	10	26.155531	9.989571	10	26.163440	-0.0079
643	-29.869294	8.014924	10	26.004301	8.554327	10	26.051283	-0.0470
644	-29.868626	10.000000	5	26.163759	6.400000	2	25.841831	+0.3219
645	-29.866302	9.145415	10	26.098758	9.411972	10	26.119482	-0.0207
646	-29.86367	9.460593	10	26.122563	9.663770	10	26.137891	-0.0153
647	-29.863152	7.382883	10	25.943565	8.100451	10	26.010474	-0.0669
648	-29.862063	9.152962	10	26.098329	9.428932	10	26.119757	-0.0214
649	-29.856848	9.866925	10	26.151250	9.976576	10	26.159222	-0.0080
650	-29.855337	8.400000	3	26.034779	6.400000	2	25.838621	+0.1962
651	-29.851363	10.000000	6	26.159589	9.600000	4	26.130142	+0.0294
652	-29.850727	8.400000	3	26.033665	6.400000	2	25.837507	+0.1962
653	-29.848546	9.600000	4	26.129461	6.400000	2	25.836980	+0.2925
654	-29.845478	7.288464	10	25.930010	8.172655	10	26.012605	-0.0826
655	-29.84472	10.000000	5	26.157983	6.400000	2	25.836055	+0.3219
656	-29.842659	7.743013	10	25.972968	8.257923	10	26.019410	-0.0464
657	-29.841047	10.000000	5	26.157095	6.400000	2	25.835167	+0.3219
658	-29.837167	10.000000	5	26.156157	9.975158	10	26.154363	+0.0018
659	-29.837095	7.705297	10	25.968101	8.363496	10	26.027229	-0.0591
660	-29.831316	9.184550	10	26.093383	9.412737	10	26.111086	-0.0177
661	-29.823876	10.000000	6	26.152943	9.600000	4	26.123497	+0.0294
662	-29.821805	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
663	-29.820613	9.936055	10	26.147527	3.600000	1	25.415188	+0.7323
664	-29.818509	9.216578	10	26.092797	9.475392	10	26.112774	-0.0200
665	-29.816122	9.182836	10	26.089574	9.429585	10	26.108701	-0.0191
666	-29.813077	8.400000	3	26.024562	6.400000	2	25.828403	+0.1962
