mel_idx	Score	CS_pdb	Sp_pdb	MS_pdb	CS_mol2	Sp_mol2	MS_mol2	d_MS
667	-29.812446	9.600000	4	26.120731	0.000000	0	-1000.000000	+1026.1207
668	-29.812061	10.000000	5	26.150085	6.400000	2	25.828157	+0.3219
669	-29.809851	10.000000	5	26.149550	9.981109	10	26.148186	+0.0014
670	-29.809233	8.707378	10	26.049556	9.016189	10	26.074696	-0.0251
671	-29.80767	9.946192	10	26.145131	6.400000	2	25.827094	+0.3180
672	-29.806104	7.267939	10	25.918453	8.090200	10	25.995767	-0.0773
673	-29.802698	10.000000	5	26.147819	6.400000	2	25.825891	+0.3219
674	-29.801818	9.182594	10	26.086093	9.459599	10	26.107532	-0.0214
675	-29.795444	7.441285	10	25.932875	8.131526	10	25.996862	-0.0640
676	-29.79489	10.000000	5	26.145929	6.400000	2	25.824001	+0.3219
677	-29.7923	8.400000	3	26.019533	6.400000	2	25.823374	+0.1962
678	-29.788065	7.372715	10	25.924411	8.229269	10	26.003695	-0.0793
679	-29.78508	6.200521	10	25.798784	7.284454	10	25.915000	-0.1162
680	-29.779371	7.308254	10	25.915970	8.223291	10	26.001065	-0.0851
681	-29.777944	8.515501	10	26.025907	8.984950	10	26.064616	-0.0387
682	-29.775344	9.949431	10	26.137538	3.600000	1	25.404230	+0.7333
683	-29.773815	9.958170	10	26.137801	9.979034	10	26.139311	-0.0015
684	-29.769946	8.400000	3	26.014118	6.400000	2	25.817959	+0.1962
685	-29.765072	8.238909	10	25.998969	8.771001	10	26.044113	-0.0451
686	-29.762039	10.000000	6	26.137971	6.400000	2	25.816043	+0.3219
687	-29.761594	7.349772	10	25.915749	8.161095	10	25.991281	-0.0755
688	-29.760058	7.270743	10	25.907579	8.043937	10	25.980478	-0.0729
689	-29.759581	10.000000	5	26.137376	6.400000	2	25.815447	+0.3219
690	-29.758258	8.400000	3	26.011286	6.400000	2	25.815127	+0.1962
691	-29.749333	8.628538	10	26.028485	8.939545	10	26.054028	-0.0255
692	-29.743414	7.280955	10	25.904556	8.278047	10	25.997137	-0.0926
693	-29.72675	9.149800	10	26.065319	9.413680	10	26.085829	-0.0205
694	-29.723787	10.000000	6	26.128694	9.600000	4	26.099247	+0.0294
695	-29.717439	9.600000	4	26.097707	6.400000	2	25.805225	+0.2925
696	-29.714217	10.000000	5	26.126371	6.400000	2	25.804443	+0.3219
697	-29.703575	10.000000	5	26.123787	6.400000	2	25.801859	+0.3219
698	-29.703176	9.942243	10	26.119512	6.400000	2	25.801762	+0.3178
699	-29.699836	9.600000	4	26.093433	0.000000	0	-1000.000000	+1026.0934
700	-29.69939	5.911775	10	25.743603	7.232973	10	25.889101	-0.1455
701	-29.698621	10.000000	5	26.122584	6.400000	2	25.800656	+0.3219
702	-29.698332	9.600000	4	26.093067	6.400000	2	25.800586	+0.2925
703	-29.69701	10.000000	5	26.122193	6.400000	2	25.800265	+0.3219
704	-29.694817	9.211507	10	26.062415	9.477105	10	26.082919	-0.0205
705	-29.694602	7.316476	10	25.896218	8.128365	10	25.972127	-0.0759
706	-29.688887	9.600000	4	26.090773	3.600000	1	25.383254	+0.7075
707	-29.688238	10.000000	6	26.120062	9.984475	10	26.118941	+0.0011
708	-29.680532	10.000000	6	26.118189	10.000000	5	26.118189	+0.0000
709	-29.675389	7.382330	10	25.898013	8.116498	10	25.966404	-0.0684
710	-29.673495	9.600000	4	26.087032	8.400000	3	25.990709	+0.0963
711	-29.673479	10.000000	6	26.116475	9.612563	10	26.087971	+0.0285
712	-29.67183	10.000000	5	26.116074	6.400000	2	25.794146	+0.3219
713	-29.671374	10.000000	5	26.115963	3.600000	1	25.378998	+0.7370
714	-29.666407	7.213556	10	25.879147	8.193884	10	25.971065	-0.0919
715	-29.665976	9.600000	4	26.085204	8.400000	3	25.988881	+0.0963
716	-29.660257	9.600000	4	26.083813	8.400000	3	25.987491	+0.0963
717	-29.659437	9.918865	10	26.107184	6.400000	2	25.791132	+0.3161
718	-29.657256	8.966573	10	26.033844	9.316403	10	26.061453	-0.0276
719	-29.654185	7.413263	10	25.895873	8.189709	10	25.967725	-0.0719
720	-29.651834	10.000000	6	26.111211	9.618167	10	26.083128	+0.0281
721	-29.650638	7.403357	10	25.894046	8.197506	10	25.967549	-0.0735
722	-29.650125	8.400000	3	25.985026	8.400000	3	25.985026	+0.0000
723	-29.648175	9.955427	10	26.107099	6.400000	2	25.788393	+0.3187
724	-29.646089	10.000000	5	26.109813	9.982762	10	26.108569	+0.0012
725	-29.642681	7.382005	10	25.890027	8.189875	10	25.964941	-0.0749
726	-29.640984	9.600000	4	26.079124	6.400000	2	25.786643	+0.2925
727	-29.639382	7.266476	10	25.877845	8.060250	10	25.952630	-0.0748
728	-29.638601	10.000000	5	26.107991	6.400000	2	25.786063	+0.3219
729	-29.635485	10.000000	6	26.107233	9.373677	10	26.060576	+0.0467
730	-29.633378	8.959634	10	26.027476	9.347441	10	26.058042	-0.0306
731	-29.63049	7.224046	10	25.871456	8.262581	10	25.968349	-0.0969
732	-29.625194	8.400000	3	25.978958	6.400000	2	25.782799	+0.1962
733	-29.622631	8.044973	10	25.947183	8.530178	10	25.989427	-0.0422
734	-29.622488	9.456200	10	26.063735	0.000000	0	-1000.000000	+1026.0637
735	-29.616183	10.000000	5	26.102533	6.400000	2	25.780605	+0.3219
736	-29.615013	9.954810	10	26.098981	6.400000	2	25.780320	+0.3187
737	-29.604125	9.600000	4	26.070149	6.400000	2	25.777667	+0.2925
738	-29.603266	9.184706	10	26.038039	9.422682	10	26.056491	-0.0185
739	-29.598586	9.952810	10	26.094834	3.600000	1	25.361280	+0.7336
740	-29.595519	10.000000	6	26.097498	3.600000	1	25.360533	+0.7370
741	-29.594778	8.400000	3	25.971548	6.400000	2	25.775390	+0.1962
742	-29.593311	9.944786	10	26.092966	6.400000	2	25.775032	+0.3179
743	-29.589995	10.000000	5	26.096152	6.400000	2	25.774224	+0.3219
744	-29.589496	9.231148	10	26.038321	9.531491	10	26.061417	-0.0231
745	-29.589476	7.606650	10	25.898692	8.317978	10	25.963178	-0.0645
746	-29.589381	9.951445	10	26.092491	3.600000	1	25.359037	+0.7335
747	-29.588045	10.000000	5	26.095676	8.400000	3	25.969907	+0.1258
748	-29.586527	10.000000	6	26.095306	9.600000	4	26.065859	+0.0294
749	-29.586287	10.000000	5	26.095248	9.982325	10	26.093972	+0.0013
750	-29.583563	10.000000	5	26.094584	8.400000	3	25.968814	+0.1258
751	-29.58227	8.086109	10	25.941027	8.499976	10	25.977034	-0.0360
752	-29.581858	9.600000	4	26.064721	6.400000	2	25.772240	+0.2925
753	-29.579875	1.926647	10	24.905767	2.866471	10	25.192358	-0.2866
754	-29.578177	9.181265	10	26.031653	9.439702	10	26.051677	-0.0200
755	-29.576926	10.000000	5	26.092965	6.400000	2	25.771037	+0.3219
756	-29.576894	8.389684	10	25.966302	8.943237	10	26.012392	-0.0461
757	-29.576161	8.400000	3	25.967009	6.400000	2	25.770850	+0.1962
758	-29.573933	10.000000	5	26.092235	0.000000	0	-1000.000000	+1026.0922
759	-29.571397	10.000000	5	26.091617	6.400000	2	25.769688	+0.3219
760	-29.570977	8.400000	3	25.965745	6.400000	2	25.769586	+0.1962
761	-29.555657	9.963531	10	26.085140	3.600000	1	25.350810	+0.7343
762	-29.553141	8.400000	3	25.961393	9.612979	10	26.058690	-0.0973
763	-29.552945	10.000000	8	26.087114	0.000000	0	-1000.000000	+1026.0871
764	-29.551228	9.600000	4	26.057248	6.400000	2	25.764767	+0.2925
765	-29.550296	9.497771	10	26.049298	8.400000	3	25.960698	+0.0886
766	-29.550095	10.000000	5	26.086418	0.000000	0	-1000.000000	+1026.0864
767	-29.549742	7.318107	10	25.861103	8.306069	10	25.952451	-0.0913
768	-29.547012	10.000000	5	26.085666	0.000000	0	-1000.000000	+1026.0857
769	-29.546432	8.104593	10	25.933930	8.599808	10	25.976712	-0.0428
770	-29.546036	7.366741	10	25.864977	8.239477	10	25.945740	-0.0808
771	-29.543212	10.000000	5	26.084738	6.400000	2	25.762810	+0.3219
772	-29.536998	9.932478	10	26.078333	9.983954	10	26.082062	-0.0037
773	-29.527404	10.000000	5	26.080877	6.400000	2	25.758949	+0.3219
774	-29.526198	10.000000	5	26.080583	6.400000	2	25.758654	+0.3219
775	-29.524031	10.000000	5	26.080053	6.400000	2	25.758125	+0.3219
776	-29.521586	6.400000	2	25.757528	0.000000	0	-1000.000000	+1025.7575
777	-29.510086	10.000000	5	26.076645	6.400000	2	25.754717	+0.3219
778	-29.507311	9.600000	4	26.046520	6.400000	2	25.754039	+0.2925
779	-29.506383	8.400000	3	25.949971	9.624541	10	26.048135	-0.0982
780	-29.506182	10.000000	5	26.075691	6.400000	2	25.753763	+0.3219
781	-29.505099	8.400000	3	25.949657	6.400000	2	25.753498	+0.1962
782	-29.503901	9.179921	10	26.013410	9.425037	10	26.032418	-0.0190
783	-29.502901	7.981059	10	25.912215	8.448357	10	25.953260	-0.0410
784	-29.501511	7.641308	10	25.880494	8.208885	10	25.932178	-0.0517
785	-29.500315	9.148143	10	26.010032	9.403800	10	26.029914	-0.0199
786	-29.496896	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
787	-29.496569	4.337269	10	25.470770	4.427806	10	25.485672	-0.0149
788	-29.494735	7.441610	10	25.859735	8.197398	10	25.929511	-0.0698
789	-29.494496	7.328854	10	25.848663	8.100580	10	25.920882	-0.0722
790	-29.487407	9.191801	10	26.010309	9.454492	10	26.030635	-0.0203
791	-29.486596	9.881168	10	26.062278	8.400000	3	25.945132	+0.1171
792	-29.485249	10.000000	5	26.070571	0.000000	0	-1000.000000	+1026.0706
793	-29.482476	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
794	-29.481839	7.469044	10	25.859235	8.240870	10	25.930171	-0.0709
795	-29.477589	10.000000	5	26.068697	9.632736	10	26.041706	+0.0270
796	-29.475819	10.000000	5	26.068264	6.400000	2	25.746336	+0.3219
797	-29.471766	10.000000	6	26.067272	9.600000	4	26.037825	+0.0294
798	-29.467865	9.600000	4	26.036870	8.400000	3	25.940548	+0.0963
799	-29.463534	10.000000	5	26.065257	0.000000	0	-1000.000000	+1026.0653
800	-29.462541	8.088420	10	25.911979	8.442260	10	25.942864	-0.0309
801	-29.45843	8.387896	10	25.937198	8.825923	10	25.973917	-0.0367
802	-29.455017	8.028394	10	25.904763	8.503414	10	25.946228	-0.0415
803	-29.454247	10.000000	5	26.062983	6.400000	2	25.741055	+0.3219
804	-29.451573	9.600000	4	26.032881	6.400000	2	25.740400	+0.2925
805	-29.443548	10.000000	5	26.060362	6.400000	2	25.738434	+0.3219
806	-29.442877	8.865907	10	25.973368	9.269984	10	26.005517	-0.0321
807	-29.440824	7.630914	10	25.864659	8.358741	10	25.930374	-0.0657
808	-29.44004	8.400000	3	25.933733	6.400000	2	25.737575	+0.1962
809	-29.438883	8.400000	3	25.933450	6.400000	2	25.737291	+0.1962
810	-29.436808	7.322690	10	25.833934	8.040492	10	25.901389	-0.0675
811	-29.427572	9.600000	4	26.027000	6.400000	2	25.734519	+0.2925
812	-29.427051	9.508982	10	26.020001	9.661881	10	26.031507	-0.0115
813	-29.426981	9.600000	4	26.026855	6.400000	2	25.734374	+0.2925
814	-29.426682	10.000000	5	26.056229	6.400000	2	25.734301	+0.3219
815	-29.424951	9.951674	10	26.052310	6.400000	2	25.733876	+0.3184
816	-29.424676	10.000000	6	26.055737	9.600000	4	26.026290	+0.0294
817	-29.42391	10.000000	6	26.055549	10.000000	5	26.055549	+0.0000
818	-29.420305	3.866466	10	25.369209	4.249727	10	25.437387	-0.0682
819	-29.420207	9.222213	10	25.996234	9.473007	10	26.015589	-0.0194
820	-29.41789	7.972682	10	25.890642	8.506790	10	25.937417	-0.0468
821	-29.417022	10.000000	6	26.053861	8.400000	3	25.928091	+0.1258
822	-29.414651	4.170752	10	25.422469	4.302162	10	25.444846	-0.0224
823	-29.411088	8.400000	3	25.926636	6.400000	2	25.730477	+0.1962
824	-29.411015	10.000000	6	26.052387	9.600000	4	26.022941	+0.0294
825	-29.410287	9.958531	10	26.049211	3.600000	1	25.315243	+0.7340
826	-29.409685	10.000000	5	26.052061	8.400000	3	25.926292	+0.1258
827	-29.409216	7.186381	10	25.813615	8.269181	10	25.914854	-0.1012
828	-29.408936	7.547092	10	25.848874	8.298462	10	25.917335	-0.0685
829	-29.408637	7.606161	10	25.854424	8.300975	10	25.917480	-0.0631
830	-29.407669	9.949875	10	26.047942	9.986897	10	26.050621	-0.0027
831	-29.400923	8.509705	10	25.933502	8.988571	10	25.972994	-0.0395
832	-29.396684	8.288790	10	25.913488	8.872787	10	25.962601	-0.0491
833	-29.388317	10.000000	5	26.046818	6.400000	2	25.724890	+0.3219
834	-29.384708	7.461729	10	25.834723	8.213383	10	25.903957	-0.0692
835	-29.378442	10.000000	5	26.044394	6.400000	2	25.722466	+0.3219
836	-29.371172	6.110801	10	25.687325	7.300123	10	25.815605	-0.1283
837	-29.366941	10.000000	6	26.041569	10.000000	5	26.041569	+0.0000
838	-29.365035	10.000000	5	26.041101	6.400000	2	25.719173	+0.3219
839	-29.36463	5.440938	10	25.601965	4.861832	10	25.520788	+0.0812
840	-29.361353	9.600000	4	26.010750	9.991449	10	26.039580	-0.0288
841	-29.357594	9.933047	10	26.034427	9.990201	10	26.038566	-0.0041
842	-29.35434	10.000000	5	26.038474	6.400000	2	25.716546	+0.3219
843	-29.352481	8.459201	10	25.917313	8.978978	10	25.960328	-0.0430
844	-29.349348	10.000000	5	26.037247	6.400000	2	25.715319	+0.3219
845	-29.347587	10.000000	6	26.036814	9.600000	4	26.007367	+0.0294
846	-29.347517	9.937254	10	26.032256	6.400000	2	25.714869	+0.3174
847	-29.347385	9.957509	10	26.033693	9.975244	10	26.034976	-0.0013
848	-29.340428	7.690828	10	25.845660	8.308011	10	25.901342	-0.0557
849	-29.339524	5.225887	10	25.566706	5.252701	10	25.570398	-0.0037
850	-29.336688	8.077489	10	25.880124	8.561147	10	25.922073	-0.0419
851	-29.335952	10.000000	5	26.033954	6.400000	2	25.712025	+0.3219
852	-29.335808	10.000000	5	26.033918	6.400000	2	25.711990	+0.3219
853	-29.333859	8.186548	10	25.889102	8.752064	10	25.937286	-0.0482
854	-29.330759	10.000000	5	26.032677	6.400000	2	25.710748	+0.3219
855	-29.324646	9.166566	10	25.968400	9.444643	10	25.989957	-0.0216
856	-29.317882	10.000000	5	26.029509	6.400000	2	25.707581	+0.3219
857	-29.316539	8.400000	3	25.903409	9.974701	10	26.027351	-0.1239
858	-29.316419	9.200678	10	25.969055	9.427969	10	25.986658	-0.0176
859	-29.315152	10.000000	8	26.028837	9.600000	4	25.999390	+0.0294
860	-29.31458	10.000000	6	26.028696	9.600000	4	25.999250	+0.0294
861	-29.313846	10.000000	6	26.028516	8.400000	3	25.902746	+0.1258
862	-29.311794	9.600000	4	25.998564	9.975829	10	26.026265	-0.0277
863	-29.309038	10.000000	6	26.027333	8.400000	3	25.901563	+0.1258
864	-29.308582	10.000000	5	26.027220	6.400000	2	25.705292	+0.3219
865	-29.304467	9.600000	4	25.996761	0.000000	0	-1000.000000	+1025.9968
866	-29.301701	9.600000	4	25.996080	6.400000	2	25.703599	+0.2925
867	-29.301165	10.000000	5	26.025395	6.400000	2	25.703467	+0.3219
868	-29.300318	9.175193	10	25.963091	9.412920	10	25.981543	-0.0185
869	-29.299702	10.000000	6	26.025034	9.600000	4	25.995588	+0.0294
870	-29.297785	10.000000	9	26.024563	10.000000	5	26.024563	+0.0000
871	-29.294728	8.400000	3	25.898040	6.400000	2	25.701882	+0.1962
872	-29.29298	10.000000	5	26.023379	6.400000	2	25.701451	+0.3219
873	-29.290701	8.400000	3	25.897049	0.000000	0	-1000.000000	+1025.8970
874	-29.290312	10.000000	5	26.022722	6.400000	2	25.700794	+0.3219
875	-29.288396	8.350597	10	25.892226	8.807564	10	25.930658	-0.0384
876	-29.286492	9.954218	10	26.018471	9.988524	10	26.020953	-0.0025
877	-29.284503	9.600000	4	25.991845	8.400000	3	25.895522	+0.0963
878	-29.284458	9.958226	10	26.018261	3.600000	1	25.284315	+0.7339
879	-29.28375	7.135374	10	25.777637	7.879668	10	25.849209	-0.0716
880	-29.281483	8.400000	3	25.894778	6.400000	2	25.698620	+0.1962
881	-29.280087	7.611204	10	25.823302	8.282895	10	25.884307	-0.0610
882	-29.273405	10.000000	5	26.018557	6.400000	2	25.696629	+0.3219
883	-29.267414	9.952555	10	26.013650	9.979368	10	26.015591	-0.0019
884	-29.266613	8.802952	10	25.924913	9.229508	10	25.959046	-0.0341
885	-29.266248	9.236182	10	25.959478	9.482655	10	25.978475	-0.0190
886	-29.266144	9.894771	10	26.009137	9.977533	10	26.015145	-0.0060
887	-29.263793	8.023760	10	25.857364	8.488148	10	25.897949	-0.0406
888	-29.262933	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
889	-29.255623	9.953511	10	26.010813	6.400000	2	25.692246	+0.3186
890	-29.255584	9.600000	4	25.984718	6.400000	2	25.692237	+0.2925
891	-29.253782	6.215605	10	25.670704	7.116025	10	25.768292	-0.0976
892	-29.253596	9.168548	10	25.951057	9.435310	10	25.971745	-0.0207
893	-29.253441	7.300593	10	25.786679	8.128427	10	25.864160	-0.0775
894	-29.252588	9.236255	10	25.956116	9.482726	10	25.975113	-0.0190
895	-29.250683	9.934557	10	26.008220	9.975734	10	26.011204	-0.0030
896	-29.248428	9.600000	4	25.982953	6.400000	2	25.690472	+0.2925
897	-29.245941	10.000000	5	26.011787	6.400000	2	25.689858	+0.3219
898	-29.245615	7.545598	10	25.808560	8.311447	10	25.878292	-0.0697
899	-29.242136	9.600000	4	25.981401	6.400000	2	25.688920	+0.2925
900	-29.239474	10.000000	8	26.010191	9.600000	4	25.980744	+0.0294
901	-29.237725	10.000000	5	26.009760	6.400000	2	25.687832	+0.3219
902	-29.236204	9.239052	10	25.952293	9.495457	10	25.972039	-0.0197
903	-29.230193	3.955897	10	25.338940	4.118070	10	25.367921	-0.0290
904	-29.224861	7.333003	10	25.782823	8.088425	10	25.853551	-0.0707
905	-29.224201	10.000000	6	26.006422	8.400000	3	25.880653	+0.1258
906	-29.220734	9.236257	10	25.948257	9.482757	10	25.967256	-0.0190
907	-29.220446	5.493798	10	25.573433	6.467074	10	25.691088	-0.1177
908	-29.2196	9.950873	10	26.001734	9.983614	10	26.004104	-0.0024
909	-29.217296	7.973345	10	25.841346	8.422315	10	25.880862	-0.0395
910	-29.214739	9.600000	4	25.974640	8.400000	3	25.878317	+0.0963
911	-29.212596	9.600000	4	25.974111	6.400000	2	25.681629	+0.2925
912	-29.212409	10.000000	5	26.003511	8.400000	3	25.877742	+0.1258
913	-29.211494	8.400000	3	25.877516	6.400000	2	25.681357	+0.1962
914	-29.210219	9.157130	10	25.939454	9.452216	10	25.962333	-0.0229
915	-29.209649	10.000000	5	26.002830	6.400000	2	25.680902	+0.3219
916	-29.205792	10.000000	6	26.001877	9.600000	4	25.972430	+0.0294
917	-29.203599	8.069638	10	25.846623	8.455898	10	25.880350	-0.0337
918	-29.202317	2.347472	10	24.955609	2.864952	10	25.099310	-0.1437
919	-29.201303	10.000000	7	26.000768	9.600000	4	25.971321	+0.0294
920	-29.200081	8.144531	10	25.852418	8.572626	10	25.889371	-0.0370
921	-29.200052	7.534203	10	25.796223	8.251626	10	25.861834	-0.0656
922	-29.198394	4.424616	10	25.411862	5.194592	10	25.527591	-0.1157
923	-29.198365	8.241736	10	25.860553	8.834007	10	25.910612	-0.0501
924	-29.196931	10.000000	5	25.999688	6.400000	2	25.677760	+0.3219
925	-29.19631	9.947309	10	25.995724	9.989479	10	25.998775	-0.0031
926	-29.192304	9.949098	10	25.994864	9.985585	10	25.997504	-0.0026
927	-29.192116	10.000000	6	25.998498	9.600000	4	25.969052	+0.0294
928	-29.190469	9.944501	10	25.994077	6.400000	2	25.676163	+0.3179
929	-29.188943	8.400000	3	25.871945	6.400000	2	25.675786	+0.1962
930	-29.185905	10.000000	8	25.996964	9.600000	4	25.967517	+0.0294
931	-29.183901	9.899995	10	25.989218	6.400000	2	25.674540	+0.3147
932	-29.18359	10.000000	6	25.996391	3.600000	1	25.259426	+0.7370
933	-29.180801	7.543283	10	25.792334	8.257055	10	25.857552	-0.0652
934	-29.180486	8.372350	10	25.867476	8.850316	10	25.907525	-0.0400
935	-29.179844	10.000000	6	25.995465	9.600000	4	25.966019	+0.0294
936	-29.17691	8.186116	10	25.850366	8.798315	10	25.902390	-0.0520
937	-29.175708	9.239194	10	25.937362	9.496914	10	25.957208	-0.0198
938	-29.172425	10.000000	5	25.993631	6.400000	2	25.671703	+0.3219
939	-29.171576	6.080316	10	25.634530	7.107983	10	25.747177	-0.1126
940	-29.171094	7.383936	10	25.774533	8.165022	10	25.847066	-0.0725
941	-29.170229	9.952927	10	25.989684	9.982430	10	25.991820	-0.0021
942	-29.16453	3.896976	10	25.311892	4.265314	10	25.377041	-0.0651
943	-29.163807	10.000000	5	25.991500	6.400000	2	25.669572	+0.3219
944	-29.162684	9.151977	10	25.927300	9.406431	10	25.947082	-0.0198
945	-29.160798	5.882392	10	25.607993	5.479221	10	25.556777	+0.0512
946	-29.158743	8.400000	3	25.864478	6.400000	2	25.668319	+0.1962
947	-29.151515	-100.000000	1	-1000.000000	-100.000000	1	-1000.000000	+0.0000
948	-29.151034	10.000000	8	25.988340	10.000000	5	25.988340	+0.0000
949	-29.145914	8.400000	3	25.861303	6.400000	2	25.665145	+0.1962
950	-29.144282	8.048954	10	25.830105	8.649182	10	25.881987	-0.0519
951	-29.142479	9.893119	10	25.978471	9.986995	10	25.985284	-0.0068
952	-29.142474	-100.000000	1	-1000.000000	-100.000000	1	-1000.000000	+0.0000
953	-29.14194	9.948741	10	25.982382	9.986274	10	25.985098	-0.0027
954	-29.140753	9.930874	10	25.980792	6.400000	2	25.663867	+0.3169
955	-29.136576	9.189117	10	25.923760	9.429922	10	25.942420	-0.0187
956	-29.13549	10.000000	5	25.984492	9.605504	10	25.955459	+0.0290
957	-29.13341	9.878330	10	25.975147	9.987376	10	25.983066	-0.0079
958	-29.13319	9.857789	10	25.973591	8.400000	3	25.858154	+0.1154
959	-29.130759	8.400000	3	25.857552	6.400000	2	25.661393	+0.1962
960	-29.13047	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
961	-29.129822	9.208400	10	25.923600	9.475696	10	25.944241	-0.0206
962	-29.129156	9.178603	10	25.921097	9.407366	10	25.938855	-0.0178
963	-29.126037	10.000000	6	25.982152	9.600000	4	25.952705	+0.0294
964	-29.125782	10.000000	5	25.982088	6.400000	2	25.660160	+0.3219
965	-29.124722	8.635467	10	25.875999	8.986302	10	25.904726	-0.0287
966	-29.123622	9.161302	10	25.918366	9.428996	10	25.939141	-0.0208
967	-29.122783	9.600000	4	25.951899	6.400000	2	25.659418	+0.2925
968	-29.122712	10.000000	6	25.981328	9.600000	4	25.951881	+0.0294
969	-29.122244	8.400000	3	25.855443	6.400000	2	25.659284	+0.1962
970	-29.115797	9.824076	10	25.966812	6.400000	2	25.657687	+0.3091
971	-29.115332	9.838075	10	25.967724	6.400000	2	25.657572	+0.3102
972	-29.102105	10.000000	6	25.976222	9.600000	4	25.946775	+0.0294
973	-29.097273	10.000000	5	25.975024	6.400000	2	25.653096	+0.3219
974	-29.09664	7.201810	10	25.738083	8.102041	10	25.823046	-0.0850
975	-29.092214	9.907401	10	25.967059	6.400000	2	25.651842	+0.3152
976	-29.087805	3.361602	10	25.186287	3.344034	10	25.182507	+0.0038
977	-29.087025	10.000000	6	25.972483	9.600000	4	25.943036	+0.0294
978	-29.083605	7.242641	10	25.738929	7.715327	10	25.784535	-0.0456
979	-29.081788	8.804565	10	25.879346	9.267756	10	25.916330	-0.0370
980	-29.07703	10.000000	5	25.970004	6.400000	2	25.648076	+0.3219
981	-29.073742	10.000000	5	25.969188	6.400000	2	25.647260	+0.3219
982	-29.072851	6.653394	10	25.675049	7.502534	10	25.761692	-0.0866
983	-29.069524	9.208500	10	25.908661	9.476674	10	25.929368	-0.0207
984	-29.065767	10.000000	6	25.967209	6.400000	2	25.645281	+0.3219
985	-29.065446	8.031422	10	25.808993	8.586137	10	25.857170	-0.0482
986	-29.063833	10.000000	5	25.966729	6.400000	2	25.644801	+0.3219
987	-29.058033	10.000000	6	25.965290	6.400000	2	25.643362	+0.3219
988	-29.0573	10.000000	6	25.965108	0.000000	0	-1000.000000	+1025.9651
989	-29.052002	9.836895	10	25.951930	6.400000	2	25.641864	+0.3101
990	-29.050842	9.936862	10	25.958936	6.400000	2	25.641576	+0.3174
991	-29.050629	10.000000	6	25.963452	9.600000	4	25.934005	+0.0294
992	-29.048741	8.104814	10	25.811408	8.636643	10	25.857254	-0.0458
993	-29.048688	10.000000	5	25.962970	9.642690	10	25.936723	+0.0262
994	-29.048162	8.400000	3	25.837070	6.400000	2	25.640911	+0.1962
995	-29.047063	10.000000	5	25.962566	6.400000	2	25.640638	+0.3219
996	-29.046067	9.208007	10	25.902799	9.475916	10	25.923487	-0.0207
997	-29.045428	9.478307	10	25.923511	9.653692	10	25.936736	-0.0132
998	-29.044537	9.600000	4	25.932492	6.400000	2	25.640011	+0.2925
999	-29.043957	9.359096	10	25.914015	0.000000	0	-1000.000000	+1025.9140
1000	-29.039678	0.000000	0	-1000.000000	0.000000	0	-1000.000000	+0.0000
